Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84

Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	ACTIVE LOG	5/20/2006 1:34:55 PM 	01:56:53	4.80 mi	2.5 mph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N42 48.639 W70 46.152	5/20/2006 3:18:46 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.638 W70 46.147	5/20/2006 3:19:01 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.637 W70 46.141	5/20/2006 3:19:16 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.635 W70 46.136	5/20/2006 3:19:31 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.634 W70 46.130	5/20/2006 3:19:46 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.633 W70 46.125	5/20/2006 3:20:01 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.631 W70 46.119	5/20/2006 3:20:16 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.630 W70 46.114	5/20/2006 3:20:31 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.629 W70 46.107	5/20/2006 3:20:46 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.628 W70 46.102	5/20/2006 3:21:01 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.626 W70 46.097	5/20/2006 3:21:16 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.625 W70 46.092	5/20/2006 3:21:31 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.624 W70 46.087	5/20/2006 3:21:46 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.622 W70 46.081	5/20/2006 3:22:01 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.621 W70 46.075	5/20/2006 3:22:16 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.620 W70 46.070	5/20/2006 3:22:31 PM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.619 W70 46.065	5/20/2006 3:22:46 PM 	4 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.616 W70 46.058	5/20/2006 3:23:01 PM 	4 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.615 W70 46.053	5/20/2006 3:23:16 PM 	5 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.613 W70 46.047	5/20/2006 3:23:31 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.612 W70 46.042	5/20/2006 3:23:46 PM 	4 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.611 W70 46.036	5/20/2006 3:24:01 PM 	5 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.610 W70 46.030	5/20/2006 3:24:16 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.608 W70 46.025	5/20/2006 3:24:31 PM 	5 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.607 W70 46.020	5/20/2006 3:24:46 PM 	5 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.606 W70 46.013	5/20/2006 3:25:01 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.604 W70 46.008	5/20/2006 3:25:16 PM 	5 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.603 W70 46.002	5/20/2006 3:25:31 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.602 W70 45.997	5/20/2006 3:25:46 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.601 W70 45.991	5/20/2006 3:26:01 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.598 W70 45.985	5/20/2006 3:26:16 PM 	5 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.597 W70 45.978	5/20/2006 3:26:31 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.595 W70 45.973	5/20/2006 3:26:46 PM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.594 W70 45.968	5/20/2006 3:27:01 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.593 W70 45.962	5/20/2006 3:27:16 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.590 W70 45.957	5/20/2006 3:27:31 PM 	7 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 48.589 W70 45.951	5/20/2006 3:27:46 PM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.588 W70 45.944	5/20/2006 3:28:01 PM 	10 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.588 W70 45.932	5/20/2006 3:28:16 PM 	5 ft		52 ft	00:00:15	2.4 mph	90° true
Trackpoint	N42 48.593 W70 45.919	5/20/2006 3:28:32 PM 	-5.9 ft		65 ft	00:00:16	2.8 mph	61° true
Trackpoint	N42 48.602 W70 45.917	5/20/2006 3:28:47 PM 	-5.9 ft		56 ft	00:00:15	2.5 mph	12° true
Trackpoint	N42 48.608 W70 45.921	5/20/2006 3:29:02 PM 	2 ft		43 ft	00:00:15	1.9 mph	336° true
Trackpoint	N42 48.607 W70 45.932	5/20/2006 3:29:17 PM 	8 ft		52 ft	00:00:15	2.4 mph	261° true
Trackpoint	N42 48.606 W70 45.951	5/20/2006 3:29:32 PM 	10 ft		87 ft	00:00:15	3.9 mph	265° true
Trackpoint	N42 48.606 W70 45.975	5/20/2006 3:29:47 PM 	4 ft		103 ft	00:00:15	4.7 mph	270° true
Trackpoint	N42 48.606 W70 45.999	5/20/2006 3:30:02 PM 	4 ft		109 ft	00:00:15	5.0 mph	270° true
Trackpoint	N42 48.602 W70 46.022	5/20/2006 3:30:17 PM 	8 ft		106 ft	00:00:15	4.8 mph	257° true
Trackpoint	N42 48.598 W70 46.047	5/20/2006 3:30:32 PM 	8 ft		112 ft	00:00:15	5.1 mph	258° true
Trackpoint	N42 48.595 W70 46.070	5/20/2006 3:30:47 PM 	16 ft		105 ft	00:00:15	4.8 mph	261° true
Trackpoint	N42 48.595 W70 46.093	5/20/2006 3:31:02 PM 	15 ft		103 ft	00:00:15	4.7 mph	270° true
Trackpoint	N42 48.597 W70 46.118	5/20/2006 3:31:17 PM 	7 ft		110 ft	00:00:15	5.0 mph	274° true
Trackpoint	N42 48.598 W70 46.142	5/20/2006 3:31:32 PM 	7 ft		110 ft	00:00:15	5.0 mph	274° true
Trackpoint	N42 48.599 W70 46.166	5/20/2006 3:31:47 PM 	7 ft		110 ft	00:00:15	5.0 mph	274° true
Trackpoint	N42 48.601 W70 46.168	5/20/2006 3:31:48 PM 	7 ft		10 ft	00:00:01	6.6 mph	324° true
